city,rank,total_score,life_quality,family_score,cost,internet,fun,air,crime,racism,Education,income,speak_english,walkability,traffic_safety,happiness,nightlife,free_wifi,coworking_places,ac_heating,foreigner frendly,speech_freedom,female_frendly,lgbtq_plus_friendly,startup_score,lat,long,country,continent
Hua Hin,747,3.0,3.0,2.0,1272.0,24.0,2.0,24.0,4.0,3.0,3.0,493.0,2.0,2.0,2.0,4.0,3.0,2.0,5.0,2.0,3.0,3.0,3.0,2.0,2.0,12.5672395,99.954586, Thailand,asia
Marseille,748,3.0,4.0,3.0,3040.0,27.0,3.0,33.0,4.0,3.0,4.0,3069.0,3.0,5.0,3.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,5.0,5.0,3.0,43.2961743,5.3699525, France,europe
Chachapoyas,749,3.0,3.0,2.0,877.0,15.0,2.0,33.0,3.0,3.0,3.0,504.0,2.0,3.0,2.0,3.0,2.0,2.0,4.0,2.0,4.0,4.0,3.0,2.0,2.0,-6.3718272,-77.8093378, Peru,south_america
Curitiba,751,3.0,3.0,3.0,2112.0,13.0,3.0,77.0,1.0,4.0,3.0,721.0,2.0,5.0,2.0,4.0,2.0,3.0,5.0,2.0,4.0,3.0,2.0,5.0,2.0,-25.4295963,-49.2712724, Brazil,south_america
Varkala,752,3.0,3.0,2.0,904.0,10.0,2.0,60.0,4.0,2.0,2.0,142.0,3.0,3.0,2.0,2.0,2.0,2.0,5.0,2.0,3.0,3.0,2.0,2.0,2.0,8.7342288,76.7257086, India,asia
Port Harcourt,753,3.0,2.0,2.0,1844.0,5.0,2.0,60.0,3.0,2.0,2.0,181.0,3.0,5.0,2.0,2.0,2.0,2.0,5.0,2.0,2.0,3.0,2.0,2.0,2.0,4.7676576,7.0188527, Nigeria,africa
Tebessa,754,3.0,3.0,2.0,1472.0,5.0,2.0,60.0,4.0,2.0,3.0,326.0,2.0,5.0,2.0,3.0,2.0,2.0,5.0,2.0,2.0,3.0,2.0,2.0,2.0,35.124945,7.901173504229375, Algeria,africa
Oxford,755,3.0,4.0,4.0,4091.0,24.0,4.0,32.0,5.0,5.0,4.0,3354.0,5.0,5.0,3.0,4.0,4.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,3.0,51.7520131,-1.2578499, United Kingdom,europe
Heidelberg,756,3.0,4.0,3.0,3082.0,31.0,3.0,25.0,5.0,3.0,4.0,3538.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,5.0,4.0,5.0,3.0,49.4093582,8.694724, Germany,europe
Dili,757,3.0,3.0,3.0,1798.0,0.0,2.0,25.0,4.0,2.0,2.0,177.0,2.0,3.0,3.0,4.0,2.0,2.0,5.0,3.0,3.0,3.0,2.0,4.0,2.0,-8.5536809,125.5784093, East Timor,Check_continent
Wilmington NC,758,3.0,4.0,3.0,3960.0,53.0,3.0,21.0,4.0,4.0,4.0,4817.0,5.0,3.0,3.0,4.0,3.0,4.0,5.0,3.0,3.0,4.0,5.0,5.0,3.0,34.2257282,-77.9447107, United States,north_america
Fairfax VA,759,3.0,4.0,4.0,3878.0,58.0,2.0,106.0,4.0,4.0,4.0,4817.0,5.0,5.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,5.0,5.0,3.0,38.8462236,-77.3063733, United States,north_america
Galveston TX,760,3.0,4.0,4.0,3822.0,43.0,3.0,33.0,4.0,4.0,4.0,4817.0,5.0,5.0,3.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,5.0,3.0,29.299328,-94.7945882, United States,north_america
Chandigarh,761,3.0,3.0,2.0,1132.0,9.0,3.0,179.0,4.0,2.0,2.0,142.0,2.0,5.0,2.0,2.0,2.0,2.0,5.0,4.0,3.0,3.0,3.0,2.0,2.0,30.7334421,76.7797143, India,asia
Daejeon,762,3.0,4.0,3.0,1901.0,26.0,3.0,71.0,5.0,3.0,4.0,2315.0,2.0,5.0,3.0,3.0,3.0,5.0,5.0,5.0,4.0,4.0,4.0,2.0,2.0,36.3496,127.3848, South Korea,asia
Lusaka,763,3.0,3.0,2.0,1191.0,3.0,2.0,71.0,3.0,2.0,3.0,106.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,-15.4164488,28.2821535, Zambia,africa
Chelyabinsk,764,3.0,3.0,2.0,1252.0,18.0,2.0,71.0,2.0,2.0,4.0,721.0,2.0,5.0,2.0,3.0,2.0,3.0,5.0,2.0,3.0,2.0,3.0,2.0,2.0,55.1598408,61.4025547, Russia,europe
Bucaramanga,765,3.0,3.0,2.0,758.0,9.0,3.0,129.0,1.0,3.0,3.0,484.0,2.0,5.0,2.0,4.0,4.0,3.0,5.0,3.0,3.0,3.0,3.0,5.0,2.0,7.1114611,-73.1172869, Colombia,south_america
Bristol,766,3.0,4.0,4.0,4348.0,26.0,5.0,39.0,5.0,5.0,4.0,3354.0,5.0,5.0,3.0,4.0,4.0,3.0,5.0,2.0,5.0,4.0,3.0,5.0,4.0,51.4538022,-2.5972985, United Kingdom,europe
Marbella,767,3.0,4.0,3.0,2981.0,37.0,4.0,31.0,5.0,3.0,4.0,2225.0,3.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,3.0,36.508976,-4.88562, Spain,europe
Waterloo,769,3.0,4.0,4.0,3852.0,48.0,3.0,26.0,4.0,5.0,4.0,3513.0,5.0,5.0,3.0,5.0,3.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,3.0,42.4979693,-92.3329637, United States,north_america
Hof,771,3.0,3.0,3.0,3382.0,54.0,3.0,27.0,5.0,3.0,4.0,3538.0,4.0,2.0,3.0,4.0,3.0,3.0,5.0,3.0,3.0,5.0,3.0,5.0,3.0,50.3219015,11.9178807, Germany,europe
Oakland CA,772,3.0,4.0,3.0,3755.0,67.0,3.0,39.0,4.0,4.0,4.0,4817.0,5.0,5.0,3.0,4.0,4.0,4.0,5.0,3.0,3.0,4.0,3.0,5.0,3.0,37.8044557,-122.2713563, United States,north_america
Chifeng,773,3.0,3.0,2.0,1258.0,2.0,2.0,74.0,5.0,2.0,3.0,677.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,4.0,3.0,3.0,2.0,42.2799929,118.9426131, China,asia
Bath,774,3.0,4.0,4.0,3598.0,26.0,3.0,39.0,5.0,5.0,4.0,3354.0,5.0,5.0,3.0,4.0,3.0,3.0,2.0,2.0,3.0,4.0,4.0,5.0,3.0,51.3813864,-2.3596963, United Kingdom,europe
Panama City,775,3.0,4.0,3.0,3776.0,15.0,3.0,91.0,2.0,4.0,3.0,1140.0,2.0,5.0,3.0,4.0,4.0,4.0,5.0,5.0,5.0,3.0,3.0,3.0,2.0,30.1600827,-85.6545729, United States,north_america
Kazan,776,3.0,3.0,2.0,2205.0,18.0,2.0,91.0,2.0,2.0,4.0,721.0,2.0,5.0,2.0,3.0,3.0,4.0,5.0,3.0,3.0,2.0,2.0,2.0,2.0,55.7823547,49.1242266, Russia,europe
Limassol,777,3.0,4.0,3.0,3324.0,12.0,5.0,32.0,4.0,3.0,4.0,1969.0,4.0,2.0,3.0,3.0,3.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,3.0,34.6852901,33.0332657, Cyprus,asia
Punta del Este,778,3.0,3.0,3.0,1858.0,17.0,3.0,32.0,3.0,2.0,3.0,1268.0,2.0,3.0,2.0,4.0,2.0,2.0,5.0,3.0,3.0,4.0,2.0,2.0,2.0,-34.9632342,-54.9439981, Uruguay,south_america
Port Orange FL,779,3.0,4.0,4.0,3689.0,36.0,3.0,29.0,4.0,4.0,4.0,4817.0,5.0,2.0,3.0,4.0,3.0,4.0,5.0,3.0,3.0,4.0,4.0,5.0,3.0,29.10162805,-81.01059617608054, United States,north_america
Nuuk,780,3.0,3.0,3.0,2577.0,6.0,4.0,29.0,2.0,3.0,4.0,3372.0,3.0,2.0,3.0,4.0,2.0,2.0,2.0,2.0,3.0,4.0,3.0,4.0,2.0,64.175029,-51.7355386, Greenland,north_america
Aalborg,781,3.0,4.0,4.0,3761.0,51.0,3.0,76.0,5.0,5.0,4.0,4478.0,4.0,5.0,3.0,5.0,4.0,4.0,5.0,2.0,4.0,5.0,5.0,5.0,3.0,57.0462626,9.9215263, Denmark,europe
Taichung,782,3.0,4.0,3.0,1896.0,21.0,2.0,121.0,5.0,3.0,4.0,2048.0,2.0,5.0,3.0,4.0,2.0,5.0,5.0,4.0,3.0,4.0,4.0,5.0,2.0,24.163162,120.6478282, Taiwan,asia
Princeton NJ,783,3.0,3.0,3.0,3868.0,60.0,3.0,29.0,4.0,3.0,4.0,4817.0,5.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,5.0,3.0,40.34833555,-74.6684230570877, United States,north_america
Virginia Beach VA,784,3.0,4.0,3.0,3579.0,74.0,4.0,25.0,4.0,3.0,4.0,4817.0,5.0,5.0,3.0,4.0,4.0,4.0,2.0,4.0,3.0,4.0,3.0,5.0,3.0,36.8529841,-75.9774183, United States,north_america
Lelystad,785,3.0,4.0,3.0,3424.0,43.0,3.0,13.0,5.0,3.0,4.0,3813.0,4.0,5.0,3.0,5.0,2.0,4.0,3.0,3.0,4.0,5.0,4.0,5.0,3.0,52.5150949,5.4768915, Netherlands,europe
Aurangabad,786,3.0,3.0,2.0,2359.0,8.0,3.0,72.0,4.0,2.0,2.0,142.0,3.0,2.0,2.0,2.0,2.0,2.0,5.0,2.0,2.0,3.0,2.0,2.0,2.0,19.877263,75.3390241, India,asia
Rabat,787,3.0,3.0,2.0,2296.0,8.0,4.0,72.0,4.0,2.0,2.0,245.0,2.0,3.0,2.0,3.0,3.0,2.0,5.0,3.0,4.0,3.0,4.0,2.0,2.0,34.022405,-6.834543, Morocco,africa
Hesperia CA,788,3.0,4.0,3.0,3506.0,52.0,3.0,55.0,4.0,4.0,4.0,4817.0,5.0,3.0,3.0,4.0,3.0,4.0,5.0,3.0,4.0,4.0,4.0,5.0,3.0,34.4263886,-117.3008784, United States,north_america
Reading,789,3.0,4.0,3.0,4214.0,24.0,3.0,29.0,5.0,5.0,4.0,3354.0,5.0,5.0,3.0,4.0,4.0,3.0,5.0,4.0,3.0,4.0,4.0,5.0,3.0,51.456659,-0.9696512, United Kingdom,europe
Manama,790,3.0,4.0,3.0,2042.0,9.0,4.0,147.0,5.0,5.0,3.0,1882.0,3.0,5.0,3.0,4.0,4.0,4.0,5.0,4.0,5.0,2.0,4.0,2.0,3.0,17.1750495,95.9999652, Myanmar,asia
Kananga,791,3.0,2.0,2.0,1482.0,3.0,2.0,147.0,2.0,2.0,2.0,43.0,2.0,3.0,2.0,4.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,-5.8951725,22.408589, Democratic Republic of the Congo,africa
Lublin,792,2.9,3.0,3.0,1177.0,33.0,3.0,57.0,5.0,2.0,4.0,1028.0,3.0,5.0,3.0,3.0,3.0,3.0,5.0,2.0,3.0,4.0,4.0,3.0,3.0,51.250559,22.5701022, Poland,europe
Fort McMurray,793,2.9,4.0,3.0,3687.0,26.0,2.0,21.0,4.0,5.0,4.0,3513.0,5.0,3.0,3.0,5.0,3.0,2.0,3.0,3.0,4.0,5.0,5.0,5.0,3.0,56.7291997,-111.3885221, Canada,north_america
Essaouira,794,2.9,3.0,2.0,1649.0,7.0,2.0,21.0,4.0,5.0,2.0,245.0,2.0,5.0,2.0,3.0,3.0,2.0,5.0,3.0,4.0,3.0,2.0,2.0,2.0,31.5118281,-9.7620903, Morocco,africa
Philadelphia PA,795,2.9,4.0,4.0,3859.0,62.0,4.0,35.0,4.0,4.0,4.0,4817.0,5.0,5.0,3.0,4.0,3.0,5.0,5.0,5.0,4.0,4.0,3.0,5.0,3.0,39.9527237,-75.1635262, United States,north_america
Quanzhou,796,2.9,3.0,2.0,1487.0,1.0,3.0,75.0,5.0,2.0,3.0,677.0,2.0,5.0,2.0,3.0,2.0,3.0,5.0,2.0,3.0,4.0,3.0,2.0,2.0,24.8755492,118.6723605, China,asia
Lawrence KS,797,2.9,3.0,3.0,3869.0,42.0,3.0,26.0,4.0,5.0,4.0,4817.0,5.0,5.0,3.0,4.0,3.0,4.0,5.0,2.0,3.0,4.0,4.0,5.0,3.0,38.9719384,-95.2359496, United States,north_america
Yekaterinburg,798,2.9,3.0,2.0,1635.0,18.0,3.0,26.0,2.0,2.0,4.0,721.0,2.0,5.0,2.0,3.0,3.0,2.0,5.0,3.0,2.0,2.0,3.0,2.0,2.0,56.839104,60.60825, Russia,europe
Brentwood CA,799,2.9,4.0,3.0,3612.0,76.0,3.0,35.0,4.0,4.0,4.0,4817.0,5.0,5.0,3.0,4.0,3.0,4.0,5.0,3.0,2.0,4.0,4.0,5.0,3.0,37.9317766,-121.696026, United States,north_america
Ouagadougou,800,2.9,2.0,2.0,1499.0,0.0,2.0,35.0,5.0,2.0,1.0,52.0,2.0,5.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,4.0,2.0,2.0,2.0,12.3681873,-1.5270944, Burkina Faso,africa
Zhangzhou,801,2.9,3.0,2.0,1472.0,2.0,2.0,101.0,5.0,2.0,3.0,677.0,2.0,5.0,2.0,3.0,2.0,2.0,5.0,3.0,2.0,4.0,3.0,2.0,2.0,24.5164639,117.6424895, China,asia
Indio CA,802,2.9,3.0,3.0,3919.0,47.0,3.0,101.0,4.0,4.0,4.0,4817.0,5.0,5.0,3.0,4.0,3.0,4.0,5.0,3.0,2.0,4.0,4.0,5.0,3.0,33.743765,-116.22331524966393, United States,north_america
Anderson IN,803,2.9,3.0,3.0,3664.0,44.0,3.0,33.0,4.0,4.0,4.0,4817.0,5.0,3.0,3.0,4.0,3.0,4.0,5.0,3.0,2.0,4.0,3.0,5.0,3.0,40.1053196,-85.6802541, United States,north_america
Obninsk,804,2.9,3.0,2.0,947.0,23.0,2.0,33.0,2.0,2.0,4.0,721.0,2.0,5.0,2.0,3.0,2.0,2.0,5.0,2.0,2.0,2.0,2.0,2.0,2.0,55.0951738,36.611913, Russia,europe
Qinhuangdao,805,2.9,3.0,2.0,1327.0,1.0,2.0,106.0,5.0,2.0,3.0,677.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,39.9395724,119.5894129, China,asia
Pisa,806,2.9,4.0,3.0,2664.0,18.0,4.0,54.0,5.0,2.0,4.0,2607.0,4.0,5.0,3.0,3.0,4.0,5.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,43.7159395,10.4018624, Italy,europe
Murrieta CA,807,2.9,4.0,3.0,3852.0,86.0,3.0,33.0,4.0,4.0,4.0,4817.0,5.0,5.0,3.0,4.0,3.0,4.0,2.0,4.0,3.0,4.0,4.0,5.0,3.0,33.577752399999994,-117.18845420205308, United States,north_america
Tabriz,808,2.9,3.0,2.0,834.0,4.0,2.0,49.0,4.0,2.0,3.0,442.0,2.0,5.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,38.0739964,46.2961952, Iran,asia
Enid OK,809,2.9,3.0,3.0,3923.0,70.0,3.0,49.0,4.0,4.0,4.0,4817.0,5.0,3.0,3.0,4.0,3.0,4.0,2.0,2.0,2.0,4.0,3.0,5.0,3.0,36.3967623,-97.8791341, United States,north_america
Innsbruck,810,2.9,3.0,3.0,3611.0,43.0,3.0,13.0,5.0,3.0,4.0,3738.0,4.0,5.0,3.0,4.0,3.0,3.0,5.0,3.0,3.0,5.0,3.0,5.0,3.0,47.2654296,11.3927685, Austria,europe
Riyadh,811,2.9,3.0,2.0,1986.0,9.0,2.0,395.0,4.0,2.0,3.0,1651.0,2.0,5.0,2.0,4.0,3.0,3.0,5.0,3.0,3.0,2.0,2.0,2.0,2.0,24.638916,46.7160104, Saudi Arabia,asia
Omsk,812,2.9,3.0,2.0,1290.0,18.0,2.0,395.0,2.0,3.0,4.0,721.0,2.0,3.0,2.0,3.0,2.0,2.0,5.0,2.0,3.0,2.0,3.0,2.0,2.0,54.991375,73.371529, Russia,europe
Rostov-on-Don,813,2.9,3.0,2.0,888.0,14.0,2.0,395.0,2.0,3.0,4.0,721.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,47.2213858,39.7114196, Russia,europe
Hanoi,814,2.9,3.0,3.0,964.0,11.0,3.0,96.0,4.0,2.0,2.0,181.0,2.0,5.0,2.0,2.0,2.0,2.0,5.0,3.0,3.0,2.0,2.0,2.0,2.0,21.0294498,105.8544441, Vietnam,asia
Strasbourg,815,2.9,4.0,3.0,3397.0,27.0,3.0,51.0,4.0,3.0,4.0,3069.0,3.0,3.0,3.0,4.0,3.0,4.0,5.0,3.0,3.0,4.0,3.0,5.0,3.0,48.584614,7.7507127, France,europe
Quetta,816,2.9,2.0,2.0,582.0,4.0,2.0,51.0,3.0,2.0,2.0,122.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,30.1957677,67.0172447, Pakistan,asia
Avellino,817,2.9,3.0,3.0,1939.0,18.0,2.0,53.0,5.0,2.0,4.0,2607.0,2.0,5.0,3.0,3.0,2.0,2.0,5.0,5.0,4.0,4.0,3.0,2.0,2.0,40.9965446,15.1405690365004, Italy,europe
Tegucigalpa,819,2.9,3.0,2.0,1467.0,8.0,2.0,153.0,1.0,3.0,2.0,197.0,2.0,5.0,2.0,3.0,2.0,2.0,5.0,3.0,2.0,3.0,3.0,2.0,2.0,14.1056861,-87.204676, Honduras,north_america
Bishkek,820,2.9,3.0,2.0,880.0,6.0,3.0,72.0,3.0,3.0,3.0,92.0,2.0,5.0,2.0,2.0,3.0,5.0,5.0,3.0,5.0,4.0,2.0,2.0,2.0,42.8765615,74.6070079, Kyrgyzstan,asia
Worcester MA,821,2.9,3.0,3.0,3552.0,39.0,3.0,25.0,4.0,5.0,4.0,4817.0,5.0,5.0,3.0,4.0,3.0,4.0,2.0,3.0,5.0,4.0,4.0,5.0,3.0,42.2625621,-71.8018877, United States,north_america
Thessaloniki,822,2.9,4.0,3.0,2398.0,15.0,3.0,72.0,5.0,2.0,4.0,1436.0,3.0,5.0,3.0,3.0,4.0,3.0,5.0,3.0,4.0,4.0,4.0,4.0,3.0,40.6403167,22.9352716, Greece,europe
Florence,823,2.9,4.0,3.0,3553.0,18.0,5.0,44.0,5.0,2.0,4.0,2607.0,3.0,5.0,3.0,3.0,2.0,3.0,5.0,3.0,5.0,4.0,2.0,4.0,3.0,43.7698712,11.2555757, Italy,europe
Dunedin,824,2.9,4.0,4.0,4318.0,24.0,3.0,12.0,5.0,5.0,5.0,3353.0,5.0,5.0,3.0,5.0,4.0,4.0,5.0,4.0,4.0,5.0,5.0,5.0,3.0,-45.8740984,170.5035755, New Zealand,oceania
Tracy CA,825,2.9,4.0,3.0,3386.0,71.0,3.0,26.0,4.0,4.0,4.0,4817.0,5.0,5.0,3.0,4.0,3.0,4.0,2.0,4.0,4.0,4.0,4.0,5.0,3.0,37.7385507,-121.4201395, United States,north_america
Okinawa City Okinawa,826,2.9,4.0,3.0,3431.0,54.0,5.0,26.0,5.0,4.0,4.0,3220.0,3.0,2.0,3.0,3.0,4.0,2.0,5.0,5.0,5.0,4.0,5.0,4.0,3.0,26.3328816,127.78852379983658, Japan,asia
Huambo,827,2.9,3.0,2.0,1635.0,3.0,2.0,26.0,3.0,2.0,2.0,309.0,2.0,5.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,-12.6076318,15.7411039, Angola,africa
Kinmen,828,2.9,4.0,3.0,2096.0,25.0,3.0,64.0,5.0,4.0,4.0,2048.0,2.0,2.0,3.0,4.0,2.0,2.0,2.0,5.0,4.0,4.0,5.0,5.0,2.0,24.4480637,118.3856331, Taiwan,asia
Sendai,829,2.9,4.0,3.0,2287.0,26.0,3.0,47.0,5.0,3.0,4.0,3220.0,2.0,3.0,3.0,3.0,2.0,2.0,5.0,5.0,2.0,4.0,3.0,3.0,2.0,38.2677554,140.8691498, Japan,asia
Huizhou,830,2.9,3.0,2.0,1156.0,2.0,2.0,81.0,5.0,2.0,3.0,677.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,4.0,3.0,3.0,2.0,23.1146515,114.4107202, China,asia
Exeter,831,2.9,4.0,4.0,4164.0,28.0,3.0,81.0,5.0,3.0,4.0,3354.0,5.0,2.0,3.0,4.0,4.0,4.0,5.0,3.0,3.0,4.0,5.0,5.0,3.0,50.7255794,-3.5269497, United Kingdom,europe
Centennial CO,832,2.9,3.0,3.0,3859.0,66.0,3.0,81.0,4.0,5.0,4.0,4817.0,5.0,3.0,3.0,4.0,3.0,4.0,5.0,3.0,3.0,4.0,4.0,5.0,3.0,39.5680644,-104.97783081285026, United States,north_america
Bridgeport CT,833,2.9,3.0,3.0,4055.0,32.0,4.0,25.0,4.0,2.0,4.0,4817.0,5.0,5.0,3.0,4.0,3.0,4.0,2.0,4.0,3.0,4.0,4.0,5.0,3.0,28.0228228,-82.6975886, United States,north_america
Lake Charles LA,834,2.9,3.0,3.0,3886.0,47.0,3.0,47.0,4.0,3.0,4.0,4817.0,5.0,3.0,3.0,4.0,3.0,4.0,2.0,4.0,3.0,4.0,3.0,5.0,3.0,29.6173648,-81.2665573, United States,north_america
Hannover,835,2.9,4.0,3.0,3580.0,37.0,3.0,16.0,5.0,4.0,4.0,3538.0,4.0,5.0,3.0,4.0,3.0,3.0,5.0,5.0,4.0,5.0,5.0,5.0,3.0,52.3744779,9.7385532, Germany,europe
Mostar,836,2.9,3.0,3.0,1479.0,12.0,2.0,61.0,4.0,4.0,3.0,401.0,3.0,5.0,3.0,4.0,3.0,2.0,2.0,5.0,4.0,4.0,3.0,2.0,2.0,43.3435855,17.8076584, Bosnia and Herzegovina,europe
San Juan,837,2.9,4.0,3.0,4196.0,23.0,3.0,49.0,2.0,4.0,3.0,2386.0,5.0,3.0,3.0,4.0,2.0,3.0,5.0,5.0,5.0,4.0,3.0,4.0,3.0,18.465299,-66.116666, United States,north_america
Flint MI,838,2.9,3.0,3.0,3734.0,48.0,3.0,28.0,4.0,4.0,4.0,4817.0,5.0,2.0,3.0,4.0,3.0,4.0,2.0,5.0,5.0,4.0,2.0,5.0,3.0,43.0161693,-83.6900211, United States,north_america
Barranquilla,839,2.9,3.0,2.0,883.0,11.0,3.0,28.0,1.0,3.0,3.0,484.0,2.0,5.0,2.0,4.0,4.0,4.0,5.0,3.0,3.0,3.0,3.0,5.0,2.0,10.9799669,-74.8013085, Colombia,south_america
Cairo,840,2.9,3.0,2.0,839.0,6.0,3.0,34.0,4.0,3.0,3.0,235.0,2.0,5.0,2.0,2.0,3.0,3.0,5.0,3.0,4.0,2.0,2.0,2.0,2.0,30.0443879,31.2357257, Egypt,africa
Mandalay,841,2.9,3.0,2.0,1556.0,10.0,2.0,34.0,4.0,2.0,2.0,104.0,2.0,5.0,3.0,2.0,2.0,2.0,5.0,2.0,2.0,2.0,2.0,2.0,2.0,21.9812746,96.082375, Myanmar,asia
Erlangen,842,2.9,4.0,3.0,3070.0,28.0,3.0,34.0,5.0,3.0,4.0,3538.0,4.0,2.0,3.0,4.0,3.0,3.0,2.0,3.0,3.0,5.0,3.0,5.0,3.0,49.5978157,11.0038064, Germany,europe
Temecula CA,843,2.9,4.0,3.0,4100.0,45.0,3.0,33.0,4.0,4.0,4.0,4817.0,5.0,5.0,3.0,4.0,3.0,4.0,2.0,3.0,3.0,4.0,4.0,5.0,3.0,33.4946353,-117.1473661, United States,north_america
Scheveningen,844,2.9,4.0,4.0,4120.0,28.0,4.0,29.0,5.0,4.0,4.0,3813.0,5.0,5.0,3.0,5.0,3.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,3.0,52.1062075,4.2752714, Netherlands,europe
Tsushima Island,845,2.9,4.0,3.0,1838.0,26.0,5.0,38.0,5.0,3.0,4.0,3220.0,2.0,5.0,3.0,3.0,2.0,2.0,2.0,5.0,3.0,4.0,4.0,2.0,2.0,34.3952765,129.31544896587815, Japan,asia
Ciutadella Menorca,846,2.9,4.0,3.0,3300.0,27.0,5.0,20.0,5.0,2.0,4.0,2225.0,3.0,5.0,3.0,4.0,2.0,5.0,5.0,3.0,5.0,4.0,4.0,5.0,3.0,40.0006767,3.8355966, Spain,europe
Shantou,847,2.9,3.0,2.0,862.0,2.0,3.0,77.0,5.0,2.0,3.0,677.0,2.0,5.0,2.0,3.0,2.0,3.0,4.0,3.0,3.0,4.0,4.0,2.0,2.0,23.356377,116.6775918, China,asia
Delano CA,848,2.9,4.0,3.0,3102.0,41.0,3.0,40.0,4.0,4.0,4.0,4817.0,5.0,5.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,5.0,3.0,35.7688425,-119.2470536, United States,north_america
Casa Grande AZ,849,2.9,4.0,4.0,3787.0,34.0,3.0,40.0,4.0,5.0,4.0,4817.0,5.0,5.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,5.0,3.0,32.8795022,-111.757352, United States,north_america
Porterville CA,850,2.9,4.0,3.0,3079.0,47.0,3.0,40.0,4.0,4.0,4.0,4817.0,5.0,5.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,3.0,5.0,3.0,36.06523,-119.0167679, United States,north_america
Patras,851,2.9,3.0,3.0,2936.0,15.0,3.0,40.0,5.0,2.0,4.0,1436.0,3.0,3.0,3.0,3.0,2.0,2.0,5.0,3.0,3.0,4.0,4.0,3.0,3.0,38.246242,21.7350847, Greece,europe
Trier,852,2.9,4.0,3.0,3404.0,43.0,3.0,12.0,5.0,4.0,4.0,3538.0,4.0,5.0,3.0,4.0,3.0,3.0,2.0,3.0,3.0,5.0,5.0,5.0,3.0,49.7596208,6.6441878, Germany,europe
Andorra la Vella,853,2.9,4.0,3.0,3577.0,125.0,3.0,16.0,5.0,4.0,3.0,3082.0,4.0,5.0,3.0,4.0,3.0,3.0,2.0,4.0,3.0,4.0,5.0,5.0,2.0,42.5069391,1.5212467, Andorra,europe
Cannes,854,2.9,4.0,3.0,4008.0,41.0,5.0,72.0,4.0,4.0,4.0,3069.0,4.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,3.0,43.5515198,7.0134418, France,europe
Abilene TX,855,2.9,3.0,3.0,4069.0,42.0,3.0,72.0,4.0,4.0,4.0,4817.0,5.0,2.0,3.0,4.0,3.0,4.0,2.0,4.0,4.0,4.0,2.0,5.0,3.0,32.44645,-99.7475905, United States,north_america
Bellingham WA,856,2.9,4.0,4.0,4058.0,78.0,3.0,14.0,4.0,4.0,4.0,4817.0,5.0,5.0,3.0,4.0,2.0,4.0,5.0,2.0,5.0,4.0,4.0,5.0,3.0,48.7544012,-122.4788361, United States,north_america
Flagstaff AZ,857,2.9,4.0,3.0,3966.0,59.0,4.0,14.0,4.0,3.0,4.0,4817.0,5.0,5.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,5.0,3.0,35.1987522,-111.6518229, United States,north_america
Leeuwarden,858,2.9,4.0,3.0,3664.0,39.0,3.0,21.0,5.0,3.0,4.0,3813.0,4.0,5.0,3.0,5.0,2.0,4.0,5.0,3.0,3.0,5.0,4.0,5.0,3.0,53.2005936,5.7918548, Netherlands,europe
York,859,2.9,4.0,3.0,3888.0,26.0,3.0,31.0,5.0,3.0,4.0,3354.0,5.0,5.0,3.0,4.0,3.0,4.0,5.0,2.0,3.0,4.0,3.0,5.0,3.0,53.9590555,-1.0815361, United Kingdom,europe
